id	filename	md5	size	state
cb8eaa7a-5584-4888-9c68-2e73eb8d4ec7	cb8eaa7a-5584-4888-9c68-2e73eb8d4ec7.vep.vcf.gz	4dd6d99ebd198827bbde32e3c43b8ea7	1559295	released
17fc5877-bf74-4fc2-88ee-1ca4c1e00757	GRIPS_p_TCGA_b116_SNP_N_GenomeWideSNP_6_C10_781360.nocnv_grch38.seg.v2.txt	fbd2f9c28023398ce39c8408ee766d50	3447	released
683380b2-44ef-46bb-b28f-d2de5dd5dfb1	nationwidechildrens.org_clinical.TCGA-AA-A00L.xml	3e4474ede3b46a456d4bc2cfc7c11b3d	29162	released
4586225a-3933-4a24-a527-c2dbd4b12aac	nationwidechildrens.org_ssf.TCGA-A6-6780.xml	247645dc0f4e12959f30643aa0c891f9	15946	released
551770de-55eb-43cf-9dac-6455bdae1b53	5c85b31c-ccb6-4a3a-8116-f226ce3dba92.mirbase21.isoforms.quantification.txt	e7ca752aeee27e24f7df5e7d75b7aaab	258713	released
2954bd36-b49f-41ba-a32f-7a0afd7456af	nationwidechildrens.org_clinical.TCGA-DM-A28H.xml	7f3bb979891c7507dd68fc5e379a8c75	31660	released
fe0a1dd4-97f9-4a0d-b034-d7aad2223882	fe0a1dd4-97f9-4a0d-b034-d7aad2223882.vcf	6515e3ef9049bd31279b235732b2d146	5617440	released
53aad17f-63f6-4dfb-a521-5f55e03824ab	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D12_585336.grch38.seg.v2.txt	273ff10e2a3561d88b08e46cdfd67a78	52707	released
ba97be52-eb36-4008-8313-68d5d1e37f9b	99b406a3-0ef1-4486-99a5-22a751aa5e1d.FPKM.txt.gz	8c96ce70ced1c15c0fd4ebeffcdd57fc	511192	released
5b092659-77a5-47c4-9b82-8e4bcb972a51	5b092659-77a5-47c4-9b82-8e4bcb972a51.vcf.gz	25734f5b531eee52f9640fb0d71d2517	106020	released
849b2829-270e-4322-ac34-b2ed2db9c879	nationwidechildrens.org_clinical.TCGA-AA-A01V.xml	adc7964815646500bb4887ac3812b650	24215	released
5a515c9c-c20a-4853-a798-b0d74e204d99	5a515c9c-c20a-4853-a798-b0d74e204d99.vcf.gz	314f83a1ddfe824bdd4663da4151a6fd	1445485	released
5d38d464-3a89-49c1-b8dc-0486dccccf25	nationwidechildrens.org_ssf.TCGA-QG-A5Z1.xml	c3d5c07cbe810addb3755308d4e64186	15165	released
85ef7df0-9b85-4679-9d55-b14405e75f7a	85ef7df0-9b85-4679-9d55-b14405e75f7a.vep.vcf.gz	491f29b6dbb4115988d182522f579694	8996102	released
f939a18b-745e-42a4-90c9-abe3ff28addc	3dd482d9-11c5-4e6f-8ba8-e1502930a56e.mirbase21.isoforms.quantification.txt	2e34397f76e0d32e975cc8119e0e9663	493675	released
cf896eff-3258-4f49-87af-cb0b7b5cc70d	cf896eff-3258-4f49-87af-cb0b7b5cc70d.vep.vcf.gz	14180d5665552329879be04b97c01964	6442989	released
3452da56-5668-4cc7-9943-0f89899536e1	TCGA-A6-5667-11A-01D-1719-10_Illumina_gdc_realn.bam	8c878fe7963f7ac3cf23e76e2dd24217	11448640734	released
88566fc7-8141-41d7-b586-6ddce8a3a863	nationwidechildrens.org_clinical.TCGA-AA-3693.xml	fe7e97a9f2235a084e3b38696282c42d	24283	released
a4df1137-3021-4380-a522-a3fc0c428d19	TCGA-QG-A5YW-01A-01-TS1.DC54AB4A-266C-4A36-A771-2A0BA82BA269.svs	1fdf6cca19106715a092dd5cff07f0f4	431210393	released
e58d9007-0704-42c2-b218-97c8e83ccd6c	e58d9007-0704-42c2-b218-97c8e83ccd6c.vcf.gz	c44d4e393c7e3df98cfe7e9bb6b45171	426576	released
b31748fb-dc27-4002-a80d-57664f432a3b	TCGA-AA-A00J-01A-01-BS1.1ef4e828-31d8-4583-9543-3e13a810a844.svs	71beca4af361779a67e98f32f47c20f5	173337408	released
5509fe4d-d702-4eeb-a561-d7994bc629f3	a8e396d2-9528-4d8d-8e22-f56be5397cc1.htseq.counts.gz	bebf26dcc405529a69682be21c772528	240895	released
7b0093ce-f6a5-4165-ad4e-419492ef8b4d	TCGA-AA-3939-01A-01-BS1.01c069ab-221a-42a9-8788-86800c08a0d5.svs	2652928ebfefb0f5a538f942abbf4c65	57884243	released
0e90d911-7d85-495a-a036-2efab3b2bfcd	nationwidechildrens.org_ssf.TCGA-CM-6170.xml	7c9e369fd575b0007a65ebf15314f33b	15766	released
379c5aad-4685-4358-b823-670b220cd871	TCGA-CK-4948-01B-01-BS1.0b234f2d-0516-405b-b613-980029676e21.svs	dcf1978a4196eb45eed46f9857324bc4	33637131	released
6162e907-cd00-4d2c-9ef8-c9c8d57ee846	6acc1b4b64e8966300f9984973c76325_gdc_realn.bam	445567b8fbb0a231ba91aef501ddbc2e	33903084477	released
531ec59f-0596-4ef1-bf65-5f078a8c5232	TCGA-D5-6532-01A-01-BS1.b56a0382-30b1-4d6d-8c86-5a62b234b0cc.svs	c556c657f02f596d591f0915a7c32c3b	81558395	released
1ce40001-a87c-4ef8-af4c-2e743038bac4	TCGA-COAD.c97c4a71-2d81-406b-b7b1-429054eb882f.gene_level_copy_number.tsv	382b3deac89977d9a2fc6e9a71874833	3482239	released
f916199b-cb17-41ac-8769-d49c92c753ea	nationwidechildrens.org_biospecimen.TCGA-AA-A00A.xml	8b9d30b7d63671683cb0949f6e092ab3	100003	released
9f92dce1-c618-4ae7-98e4-1f9d403b5f8f	9f92dce1-c618-4ae7-98e4-1f9d403b5f8f.vcf	8ec37258c8beddc91131c840a145d818	222431	released
dab55cd6-dfa4-47b6-b140-17c2647a0b19	dab55cd6-dfa4-47b6-b140-17c2647a0b19.vcf.gz	cf498de6bafdacea4e379be231315868	22996	released
f0183566-da57-4cbd-b89b-7388fecffbc5	TCGA-A6-2684-01C-08D-A270-10_Illumina_gdc_realn.bam	eb71e433cf208ea8f9f9d9738c64d46d	11366633797	released
8c72bba5-615b-4eaf-88eb-1712a539d878	TCGA-COAD.24aca1de-2850-4c0b-865d-7fdf29a30a37.ascat2.allelic_specific.seg.txt	e982f780788ec5acd2d9c4dbe0a7df00	9853	released
397337b9-9f03-4edc-935d-a0d4e15bf006	TCGA-AA-A00R-01Z-00-DX1.7520405C-E7DD-46A4-BB68-ADFA511AEA64.svs	5df8ffb72c5319ea6afd293f658ae4ee	431269154	released
41e40336-8b3e-4d76-9357-9ddbffd675f1	f1038bc1-954d-4476-8abe-85093c206a5d.FPKM-UQ.txt.gz	96c5e721b614220ea74eb27fe71c841e	504356	released
2cc04925-f967-48dd-869f-d14c9e5ea5a8	HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_G06_808692.nocnv_grch38.seg.v2.txt	5835f93b4ff105c8496223abc6269ae2	19475	released
5bf5c5e7-0059-4169-bf3f-cf228bcdbb01	b3766385-e86d-45fc-8baa-61162749feff.FPKM-UQ.txt.gz	96e9d18a3d20445e40134fde663c00e4	509503	released
1697ca59-34c6-4550-b738-df21930f2b58	b83140d5-3116-439e-aec9-b044e462fd09_gdc_realn_rehead.bam	be2b0a2b301489961a9fd1c53a99a741	1894686391	released
c56d3df7-61b7-4a10-a46b-11ed9e7a468c	TCGA-DM-A0X9-01A-11D-A152-10_hg19_Illumina_gdc_realn.bam	715e3f30ae83a29ae38521c1bf49a0da	34606055629	released
f7764ba3-c52b-4ffd-b65b-5755ce6e393f	TCGA-COAD.c4e3cdad-c402-447d-b7b4-b531b4791b65.ascat2.allelic_specific.seg.txt	41a0ffdf720d1fe92ce677e383882980	7576	released
5359c400-1e59-4fc7-8d77-6a121a0f6d97	TCGA-A6-6780-01A-11H-A279-13_mirna_gdc_realn.bam	86680d9a143c063703fcefc6ea90be58	138666890	released
22629830-1657-480a-8dcd-7931b4c0d19a	22629830-1657-480a-8dcd-7931b4c0d19a.vcf.gz	4470c9e8c0c60e92a8fe6f1434170982	51644	released
9e54ab35-c63f-408c-a66a-76d302b89141	9e54ab35-c63f-408c-a66a-76d302b89141.vcf	f73cb4590339f9a000084ae0a1502549	2056521	released
50ed67e7-7b72-4a7b-9a54-287b50c6964f	TCGA-COAD.c2fbbd67-9c0f-4e22-8aa1-be749545bec4.ascat2.allelic_specific.seg.txt	cb7ab358bfb85b2f33cd1a1ef625deee	11062	released
c27f930d-beaf-45f2-9804-89a94f0372b1	TCGA-CM-5861-01Z-00-DX1.b900abc0-ecca-48e1-98ba-fbc99a6dae3e.svs	8b16b5b91dc9a304707c9a20cdd7e703	582337081	released
ab28d92a-ef24-4547-9f15-8eaa67d93580	TCGA-D5-6927-01A-21H-1927-13_mirna_gdc_realn.bam	534afeafa66a79c9e829c038b57e8928	148498245	released
